NUMERO,ORDEM,ORCAMENTO,VENDA,DATA,TIPO,SERVICO,PRODUTO,UNIDADE,CODFOR,FORNECEDOR,CODPRO,DESCRICAO,CUSTO,VALOR,QUANTIA,DESCONTO,DESCONTOP,TOTAL,CODUSU,USUARIO,STATUS,CONTROLE,REFERENCIA,DATA_ENTRE,HORA_ENTRE,FALTAS,OBS,BARRA,TABELA1,TABELA2,TABELA3,TABELA,CODTEC,TECNICO,PEDIDO,DATASAI,HORASAI,NF,BC_ST,VAL_ST,TELEFONE
4154,,False,,2025-03-05,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,137,BIELETA DIANTEIRA,35.96,40.0,2.0,0.0,0.0,80.0,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:56,,,,
4154,,False,,2025-03-05,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,172,AMORTECEDOR DIANTEIRO,326.47,510.0,2.0,0.0,0.0,1020.0,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:56,,,,
4155,,False,,2025-03-05,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,122,FILTRO AR CONDICIONADO,26.13,20.88,1.0,0.0,0.0,20.88,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:57,,,,
4155,,False,,2025-03-05,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,44,FILTRO AR,25.36,60.68,1.0,0.0,0.0,60.68,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:57,,,,
4155,,False,,2025-03-05,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,127,FILTRO GASOLINA,18.49,16.22,1.0,0.0,0.0,16.22,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:57,,,,
4155,,False,,2025-03-05,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,121,LIMPA AR CONDICIONADO,19.18,19.18,1.0,0.0,0.0,19.18,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:57,,,,
4156,,False,,2025-03-04,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,338,CILINDRO MESTRE FREIO DUPLO,293.81,242.33,1.0,0.0,0.0,242.33,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:58,,,,
4157,,False,,2025-03-04,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,914,MOLDURA LANTERNA,38.14,28.14,1.0,0.0,0.0,28.14,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:58,,,,
4157,,False,,2025-03-04,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,914,MOLDURA LANTERNA,38.14,32.72,1.0,0.0,0.0,32.72,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,08:58,,,,
4158,,False,,2025-03-04,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,203,TAMBOR FREIO TRASEIRO,143.8,141.51,2.0,0.0,0.0,283.02,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:00,,,,
4158,,False,,2025-03-04,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,17,FILTRO LUB,17.22,53.3,1.0,0.0,0.0,53.3,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:00,,,,
4158,,False,,2025-03-04,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,227,CABO FREIO TRASEIRO  DIREITO,72.36,66.63,1.0,0.0,0.0,66.63,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:00,,,,
4158,,False,,2025-03-04,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,228,CABO FREIO TRASEIRO ESQUERDO,81.86,64.65,1.0,0.0,0.0,64.65,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:00,,,,
4158,,False,,2025-03-04,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,236,DISCO FREIO DIANTEIRO VENTILADO,178.1,126.08,2.0,0.0,0.0,252.16,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:00,,,,
4158,,False,,2025-03-04,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,201,CILINDRO RODA TRASEIRO,51.0,56.55,2.0,0.0,0.0,113.1,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:00,,,,
4159,,False,,2025-03-04,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,235,SAPATA FREIO,101.09,174.04,1.0,0.0,0.0,174.04,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:01,,,,
4160,,False,,2025-03-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,96,RETENTOR COMANDO VALVULA,40.57,40.24,1.0,0.0,0.0,40.24,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:01,,,,
4161,,False,,2025-03-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,167,AMORTECEDOR DIANTEIRO DIREITO,293.09,557.9,1.0,0.0,0.0,557.9,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:02,,,,
4161,,False,,2025-03-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,168,AMORTECEDOR DIANTEIRO ESQUERDO,293.09,557.9,1.0,0.0,0.0,557.9,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:02,,,,
4162,,False,,2025-03-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,136,BUCHA BARRA ESTABILIZADORA,50.79,27.99,2.0,0.0,0.0,55.98,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:04,,,,
4163,,False,,2025-03-11,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,9,BOMBA AGUA,90.24,209.5,1.0,0.0,0.0,209.5,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:07,,,,
4164,,False,,2025-03-11,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,305,BIELETA TRASEIRA,55.54,59.76,2.0,0.0,0.0,119.52,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:08,,,,
4165,,False,,2025-03-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,122,FILTRO AR CONDICIONADO,20.88,25.16,1.0,0.0,0.0,25.16,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:09,,,,
4165,,False,,2025-03-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,44,FILTRO AR,60.68,76.39,1.0,0.0,0.0,76.39,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:09,,,,
4165,,False,,2025-03-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,121,LIMPA AR CONDICIONADO,19.18,19.18,1.0,0.0,0.0,19.18,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:09,,,,
4166,,False,,2025-03-10,PRODUTO,,,JG,1,ZENO AUTO PEÇAS,114,CABO VELA,121.07,189.61,1.0,0.0,0.0,189.61,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:10,,,,
4166,,False,,2025-03-10,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,113,VELA IGNICAO,25.37,17.84,4.0,0.0,0.0,71.36,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:10,,,,
4166,,False,,2025-03-10,PRODUTO,,,un,1,ZENO AUTO PEÇAS,299,MANGUEIRA FILTRO AR,46.55,207.42,1.0,0.0,0.0,207.42,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:10,,,,
4167,,False,,2025-03-10,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,473,VEDA ESCAPE,6.5,33.3,1.0,0.0,0.0,33.3,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:11,,,,
4167,,False,,2025-03-10,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,96,RETENTOR COMANDO VALVULA,40.24,28.36,1.0,0.0,0.0,28.36,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:11,,,,
4168,,False,,2025-03-10,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,40,SILENCIOSO INTERMEDIARIO,155.86,234.67,1.0,0.0,0.0,234.67,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:12,,,,
4168,,False,,2025-03-10,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,141,BATENTE AMORTECEDOR TRAS DIREI,73.7,43.27,2.0,0.0,0.0,86.54,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:12,,,,
4168,,False,,2025-03-10,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,232,INTERRUPTOR LUZ FREIO,96.12,54.03,1.0,0.0,0.0,54.03,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:12,,,,
4169,,False,,2025-03-07,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,47,ROLAMENTO RODA DIANTEIRA,216.99,146.52,1.0,0.0,0.0,146.52,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:12,,,,
4170,,False,,2025-03-07,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,76,SENSOR ABS,230.32,98.74,1.0,0.0,0.0,98.74,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:13,,,,
4170,,False,,2025-03-07,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,76,SENSOR ABS,230.32,98.74,1.0,0.0,0.0,98.74,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:13,,,,
4171,,False,,2025-03-07,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,122,FILTRO AR CONDICIONADO,25.16,19.68,1.0,0.0,0.0,19.68,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:14,,,,
4171,,False,,2025-03-07,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,44,FILTRO AR,76.39,25.04,1.0,0.0,0.0,25.04,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:14,,,,
4171,,False,,2025-03-07,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,121,LIMPA AR CONDICIONADO,19.18,19.18,1.0,0.0,0.0,19.18,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:14,,,,
4172,,False,,2025-03-07,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,659,ROLAMENTO CARDAN,24.93,409.72,1.0,0.0,0.0,409.72,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:14,,,,
4173,,False,,2025-03-06,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,199,TRIZETA,73.63,151.23,1.0,0.0,0.0,151.23,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:15,,,,
4174,,False,,2025-03-06,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,918,MANGUEIRA TANQUE COMBUSTIVEL,70.23,70.23,1.0,0.0,0.0,70.23,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:15,,,,
4175,,False,,2025-03-06,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,307,BUJAO CARTER,14.86,14.86,1.0,0.0,0.0,14.86,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:16,,,,
4176,,False,,2025-03-10,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,303,TAMPA VALVULA AR,365.52,109.19,1.0,0.0,0.0,109.19,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:16,,,,
4176,,False,,2025-03-10,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,58,CORREIA MICRO V,46.29,100.1,1.0,0.0,0.0,100.1,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:16,,,,
4177,,False,,2025-03-10,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,921,TAMPAO RESPIRO CATALISADOR,16.2,16.2,1.0,0.0,0.0,16.2,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:17,,,,
4178,,False,,2025-03-21,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,792,FUSIVEL,30.0,6.26,2.0,0.0,0.0,12.52,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:22,,,,
4178,,False,,2025-03-21,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,792,FUSIVEL,30.0,4.12,2.0,0.0,0.0,8.24,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:22,,,,
4178,,False,,2025-03-21,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,630,SENSOR TEMPERATURA,110.92,101.51,1.0,0.0,0.0,101.51,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:22,,,,
4179,,False,,2025-03-24,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,17,FILTRO LUB,19.1,19.1,15.0,0.0,0.0,286.5,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:25,,,,
4180,,False,,2025-03-24,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,940,MACANETA INTERNA TAMPA TRASEIRA,181.95,181.95,1.0,0.0,0.0,181.95,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:26,,,,
4181,,False,,2025-03-24,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,578,ALAVANCA CAMBIO,126.81,69.6,1.0,0.0,0.0,69.6,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:29,,,,
4182,,False,,2025-03-24,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,159,TERMINAL CABO ENGATE,44.68,44.68,1.0,0.0,0.0,44.68,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:30,,,,
4183,,False,,2025-03-20,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,552,REPARO VEDACAO PINCA,50.59,67.6,1.0,0.0,0.0,67.6,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:31,,,,
4184,,False,,2025-03-25,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,325,CALOTA,25.07,51.26,1.0,0.0,0.0,51.26,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:41,,,,
4185,,False,,2025-03-25,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,876,CABO ENGATE SELECAO,428.03,348.79,1.0,0.0,0.0,348.79,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:43,,,,
4185,,False,,2025-03-25,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,122,FILTRO AR CONDICIONADO,19.68,19.68,1.0,0.0,0.0,19.68,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:43,,,,
4185,,False,,2025-03-25,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,44,FILTRO AR,25.04,25.04,1.0,0.0,0.0,25.04,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:43,,,,
4185,,False,,2025-03-25,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,127,FILTRO GASOLINA,16.22,15.2,2.0,0.0,0.0,30.4,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:43,,,,
4185,,False,,2025-03-25,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,121,LIMPA AR CONDICIONADO,19.18,19.18,1.0,0.0,0.0,19.18,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:43,,,,
4186,,False,,2025-03-31,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,99,DESCARBONIZANTE,19.12,19.12,12.0,0.0,0.0,229.44,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:43,,,,
4187,,False,,2025-03-25,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,47,ROLAMENTO RODA DIANTEIRA,146.52,92.51,1.0,0.0,0.0,92.51,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:44,,,,
4188,,False,,2025-03-25,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,941,EIXO PARCIAL DO TRAMBULADOR,132.5,132.5,1.0,0.0,0.0,132.5,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:45,,,,
4189,,False,,2025-03-25,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,148,JUNTA TAMPA VALVULA,61.97,0.0,1.0,0.0,0.0,0.0,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:47,,,,
4190,,False,,2025-03-25,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,578,ALAVANCA CAMBIO,69.6,358.32,1.0,0.0,0.0,358.32,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:51,,,,
4191,,False,,2025-03-26,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,148,JUNTA TAMPA VALVULA,0.0,56.71,1.0,0.0,0.0,56.71,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:52,,,,
4192,,False,,2025-03-26,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,96,RETENTOR COMANDO VALVULA,28.36,40.24,1.0,0.0,0.0,40.24,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:52,,,,
4193,,False,,2025-03-24,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,48,CABO EMBREAGEM,68.75,55.06,1.0,0.0,0.0,55.06,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:53,,,,
4193,,False,,2025-03-24,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,239,REPARO ALAVANCA CAMBIO,111.65,112.16,1.0,0.0,0.0,112.16,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:53,,,,
4194,,False,,2025-03-27,PRODUTO,,,KT,1,ZENO AUTO PEÇAS,34,KIT EMBREAGEM,797.68,456.0,1.0,0.0,0.0,456.0,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:54,,,,
4195,,False,,2025-03-27,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,452,CILINDRO AUXILIAR EMBREAGEM,168.85,219.09,1.0,0.0,0.0,219.09,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:54,,,,
4196,,False,,2025-03-28,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,371,VALVULA TERMOSTATIVA,113.74,89.02,1.0,0.0,0.0,89.02,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:55,,,,
4197,,False,,2025-03-31,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,58,CORREIA MICRO V,100.1,54.64,1.0,0.0,0.0,54.64,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:56,,,,
4197,,False,,2025-03-31,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,309,TENSOR ALTERNADOR,240.07,175.78,1.0,0.0,0.0,175.78,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:56,,,,
4198,,False,,2025-03-31,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,58,CORREIA MICRO V,54.64,91.85,1.0,0.0,0.0,91.85,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:56,,,,
4199,,False,,2025-03-28,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,481,CHICOTE ELETRICO,13.03,37.17,1.0,0.0,0.0,37.17,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:57,,,,
4200,,False,,2025-03-31,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,55,ELETROVENTILADOR,785.0,509.18,1.0,0.0,0.0,509.18,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:57,,,,
4201,,False,,2025-03-28,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,918,MANGUEIRA TANQUE COMBUSTIVEL,70.23,15.61,1.0,0.0,0.0,15.61,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:58,,,,
4202,,False,,2025-03-27,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,26,HOMOCINETICA,148.04,151.91,1.0,0.0,0.0,151.91,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:58,,,,
4203,,False,,2025-03-27,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,65,RELE ACD,209.95,24.59,1.0,0.0,0.0,24.59,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,09:59,,,,
4204,,False,,2025-03-31,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,796,CONEXAO MANGUEIRA AGUA,25.86,31.76,1.0,0.0,0.0,31.76,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,10:00,,,,
4205,,False,,2025-03-31,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,922,CAVALETE DISTRIBUIÇÃO DE AGUA,50.49,81.47,1.0,0.0,0.0,81.47,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,10:00,,,,
4206,,False,,2025-03-31,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,481,CHICOTE ELETRICO,37.17,35.0,1.0,0.0,0.0,35.0,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-07,10:01,,,,
4207,,False,,2025-04-09,PRODUTO,,,UN,48,FREDY PNEUS,950,PNEU 205/55/16 GOODYEAR,386.9,386.9,4.0,0.0,0.0,1547.6,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-10,07:42,,,,
4208,,False,,2025-04-10,PRODUTO,,,UN,8,SIGA BEM DIST DE LUBRIFICANTES LTDA,628,PNEU 165/70/14 IMPORT,311.48,311.48,4.0,0.0,0.0,1245.92,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-14,07:52,,,,
4209,,False,,2025-04-03,PRODUTO,,,un,2,COREMMA LTDA,960,ALICATE ABRACADEIRA RADIADOR,71.68,71.68,1.0,0.0,0.0,71.68,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:31,,,,
4210,,False,,2025-04-08,PRODUTO,,,PR,2,COREMMA LTDA,217,LUVA,4.24,4.24,12.0,0.0,0.0,50.88,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:32,,,,
4211,,False,,2025-04-02,PRODUTO,,,UN,2,COREMMA LTDA,961,SOQUETE CH DE VELA,24.99,24.99,1.0,0.0,0.0,24.99,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:34,,,,
4212,,False,,2025-04-09,PRODUTO,,,KT,2,COREMMA LTDA,34,KIT EMBREAGEM,456.0,884.82,1.0,0.0,0.0,884.82,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:34,,,,
4213,,False,,2025-04-09,PRODUTO,,,LT,2,COREMMA LTDA,952,LUB 85W140 TRANSMISSAO TOP,29.5,29.5,2.0,0.0,0.0,59.0,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:35,,,,
4213,,False,,2025-04-09,PRODUTO,,,UN,2,COREMMA LTDA,962,SOQUETE ESTRIADO,16.79,16.79,1.0,0.0,0.0,16.79,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:35,,,,
4214,,False,,2025-04-16,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,227,CABO FREIO TRASEIRO  DIREITO,66.63,18.15,1.0,0.0,0.0,18.15,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:38,,,,
4214,,False,,2025-04-16,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,228,CABO FREIO TRASEIRO ESQUERDO,64.65,48.74,1.0,0.0,0.0,48.74,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:38,,,,
4214,,False,,2025-04-16,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,287,ALAVANCA FREIO MAO,178.55,188.85,1.0,0.0,0.0,188.85,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:38,,,,
4214,,False,,2025-04-16,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,201,CILINDRO RODA TRASEIRO,56.55,46.38,2.0,0.0,0.0,92.76,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:38,,,,
4215,,False,,2025-04-16,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,71,COXIM MOTOR DIANTEIRO,176.53,120.98,1.0,0.0,0.0,120.98,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:41,,,,
4215,,False,,2025-04-16,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,547,COXIM MOTOR TRASEIRO,134.47,136.21,1.0,0.0,0.0,136.21,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:41,,,,
4215,,False,,2025-04-16,PRODUTO,,,PC,1,ZENO AUTO PEÇAS,19,COXIM CAMBIO,90.77,165.61,1.0,0.0,0.0,165.61,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:41,,,,
4215,,False,,2025-04-16,PRODUTO,,,KT,1,ZENO AUTO PEÇAS,33,KIT COIFA HOMOCINETICA CAMBIO,34.48,31.7,1.0,0.0,0.0,31.7,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:41,,,,
4215,,False,,2025-04-16,PRODUTO,,,un,1,ZENO AUTO PEÇAS,462,ATUADOR EMBREAGEM,187.48,227.9,1.0,0.0,0.0,227.9,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:41,,,,
4215,,False,,2025-04-16,PRODUTO,,,KT,1,ZENO AUTO PEÇAS,34,KIT EMBREAGEM,884.82,371.03,1.0,0.0,0.0,371.03,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:41,,,,
4216,,False,,2025-04-16,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,17,FILTRO LUB,19.1,34.02,1.0,0.0,0.0,34.02,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:45,,,,
4217,,False,,2025-04-16,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,95,RETENTOR VIRABREQUIM TRASEIRO,109.45,65.92,1.0,0.0,0.0,65.92,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:46,,,,
4218,,False,,2025-04-16,PRODUTO,,,KT,1,ZENO AUTO PEÇAS,392,KIT BARRA ESTABILIZADORA DIANT,16.16,15.45,2.0,0.0,0.0,30.9,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:46,,,,
4218,,False,,2025-04-16,PRODUTO,,,KT,1,ZENO AUTO PEÇAS,315,KIT REPARO TRAMBULADOR,22.53,31.33,1.0,0.0,0.0,31.33,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:46,,,,
4219,,False,,2025-04-16,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,962,SOQUETE ESTRIADO,16.79,354.5,1.0,0.0,0.0,354.5,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:47,,,,
4220,,False,,2025-04-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,44,FILTRO AR,25.04,29.52,1.0,0.0,0.0,29.52,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:53,,,,
4220,,False,,2025-04-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,122,FILTRO AR CONDICIONADO,19.68,19.87,1.0,0.0,0.0,19.87,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:53,,,,
4220,,False,,2025-04-11,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,121,LIMPA AR CONDICIONADO,19.18,18.8,1.0,0.0,0.0,18.8,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:53,,,,
4221,,False,,2025-04-14,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,235,SAPATA FREIO,174.04,280.88,1.0,0.0,0.0,280.88,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:59,,,,
4221,,False,,2025-04-14,PRODUTO,,,JG,1,ZENO AUTO PEÇAS,339,PASTILHA FREIO DIANTEIRO,85.0,112.42,1.0,0.0,0.0,112.42,,,,E,,,,,,,True,False,False,1,0,,True,2025-04-17,10:59,,,,
