REGISTRO,DATA,CODCXA,CAIXA,ORDEM,PEDIDO,DATAOS,TOTAL,TITULO,PARCELA,PARCELAS,CHEQUE,VALOR,HISTORICO,CODCTA,NOMECTA,FORNECE,CODFOR,SALDO,CODNIV,DESNIV,CTO,OBS,DATAV,DATAP,VALORP,SITUACAO,JUROS,MULTA,RECIBO,FORMA,PRAZO,PV,HISTORICO2,HISTORICO3,PTITULO,PCHEQUE,PERJUROS,PERMULTA,PERDESC,DESCONTO,DIAS,DP,DF,SELECIONA
3057,2025-09-29,1,CAIXA GERAL,,,,1582.0,290-02,1,,0,1582.0,,65,PEÇAS,COREMMA LTDA,2,5900.0,5,COMPRAS,8363,,2025-11-06,2025-11-06,1582.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
3058,2025-09-29,1,CAIXA GERAL,,,,1582.0,290-03,1,,0,1582.0,,65,PEÇAS,COREMMA LTDA,2,11956.0,5,COMPRAS,8606,,2025-12-06,2025-12-08,1582.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
3059,2025-09-29,1,CAIXA GERAL,,,,72.22,08/2025,1,,0,72.22,,34,LIXO,GUABIRUBA SANEAMENTO,26,72.22,2,CUSTO GERAL,8177,,2025-09-10,2025-10-10,72.22,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,30,True,False,False
3060,2025-09-29,1,CAIXA GERAL,,,,77.29,LIXO,1,,0,77.29,,34,LIXO,GUABIRUBA SANEAMENTO,26,12730.21,2,CUSTO GERAL,8185,,2025-10-10,2025-10-10,77.29,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
3061,2025-09-29,1,CAIXA GERAL,,,,36.11,08/2025,1,,0,36.11,,34,LIXO,GUABIRUBA SANEAMENTO,26,12766.32,2,CUSTO GERAL,8186,,2025-10-10,2025-10-10,36.11,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
3062,2025-09-29,1,CAIXA GERAL,,,,38.64,LIXO,1,,0,38.64,,34,LIXO,GUABIRUBA SANEAMENTO,26,110.86,2,CUSTO GERAL,8178,,2025-09-10,2025-10-10,38.64,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,30,True,False,False
3066,2025-09-25,1,CAIXA GERAL,,,2025-09-25,10342.8,CO005007,1,4,0,2585.7,ITR PNEUS,2,MANUTENCAO FERRAMENTA,ITR PNEUS,98,9555.56,4,CUSTO FINANCEIRO,8554,,2025-11-30,2025-12-01,2585.7,P,0.0,0.0,,BOLETO,30,2025-11-30,,,True,,0.0,0.0,0.0,0.0,,True,False,False
3067,2025-09-25,1,CAIXA GERAL,,,2025-09-25,10342.8,CO005007,2,4,0,2585.7,ITR PNEUS,2,MANUTENCAO FERRAMENTA,ITR PNEUS,98,38898.34,4,CUSTO FINANCEIRO,8750,,2025-12-30,2025-12-19,2585.7,P,0.0,0.0,,BOLETO,30,2025-11-30,,,True,,0.0,0.0,0.0,0.0,,True,False,False
3068,2025-09-25,1,CAIXA GERAL,,,2025-09-25,10342.8,CO005007,3,4,0,2585.7,ITR PNEUS,2,MANUTENCAO FERRAMENTA,ITR PNEUS,98,12085.13,4,CUSTO FINANCEIRO,8929,,2026-01-30,2026-02-02,2585.7,P,0.0,0.0,,BOLETO,30,2025-11-30,,,True,,0.0,0.0,0.0,0.0,3,True,False,False
3069,2025-09-25,1,CAIXA GERAL,,,2025-09-25,10342.8,CO005007,4,4,0,2585.7,ITR PNEUS,2,MANUTENCAO FERRAMENTA,ITR PNEUS,98,0.0,4,CUSTO FINANCEIRO,9140,,2026-02-28,2026-03-04,2585.7,P,0.0,0.0,,BOLETO,30,2025-11-30,,,True,,0.0,0.0,0.0,0.0,4,True,False,False
3085,2025-09-30,1,CAIXA GERAL,,,2025-09-30,1501.4,CO005015,1,3,0,500.46,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,18324.73,4,CUSTO FINANCEIRO,8313,,2025-10-28,2025-10-28,500.46,P,0.0,0.0,,BOLETO,28,2025-09-28,,,True,,0.0,0.0,0.0,0.0,,False,True,
3086,2025-09-30,1,CAIXA GERAL,,,2025-09-30,1501.4,CO005015,2,3,0,500.47,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,8180.78,4,CUSTO FINANCEIRO,8508,,2025-11-25,2025-11-26,500.47,P,0.0,0.0,,BOLETO,28,2025-09-28,,,True,,0.0,0.0,0.0,0.0,1,False,True,False
3087,2025-09-30,1,CAIXA GERAL,,,2025-09-30,1501.4,CO005015,3,3,0,500.47,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,7836.14,4,CUSTO FINANCEIRO,8745,,2025-12-23,2025-12-19,500.47,P,0.0,0.0,,BOLETO,28,2025-09-28,,,True,,0.0,0.0,0.0,0.0,,False,True,False
3090,2025-10-06,1,CAIXA GERAL,,,,701.28,ASSIS09/25,1,,0,701.28,,66,SINDICATO,SINDICATO DOS METALURGICOS,34,0.0,2,CUSTO GERAL,8157,,2025-10-08,2025-10-08,701.28,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
3091,2025-10-06,1,CAIXA GERAL,,,,178.2,MENS09/25,1,,0,178.2,,66,SINDICATO,SINDICATO DOS METALURGICOS,34,0.0,2,CUSTO GERAL,8158,,2025-10-08,2025-10-08,178.2,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
3092,2025-10-06,1,CAIXA GERAL,,,,590.0,09/2025,1,,0,590.0,,3,HONORARIOS,GERENCIA CONTABILIDADE,29,20854.11,2,CUSTO GERAL,8251,,2025-10-20,2025-10-21,590.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,1,True,False,False
3093,2025-10-06,1,CAIXA GERAL,,,,1277.84,FGTS09-25,1,,0,1277.84,,27,FGTS,RECEITA FEDERAL,35,22131.95,4,CUSTO FINANCEIRO,8252,,2025-10-20,2025-10-21,1277.84,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,1,True,False,False
3094,2025-10-06,1,CAIXA GERAL,,,,862.4,DARF09-25,1,,0,862.4,,61,DARF,RECEITA FEDERAL,35,22994.35,5,COMPRAS,8253,,2025-10-20,2025-10-21,862.4,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,1,True,False,False
3028,2025-10-14,1,CAIXA GERAL,,,2025-10-14,392.9,CO005038,1,3,0,130.96,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,5900.0,4,CUSTO FINANCEIRO,8396,,2025-11-11,2025-11-11,130.96,P,0.0,0.0,,BOLETO,28,2025-11-11,,,True,,0.0,0.0,0.0,0.0,,True,False,False
3029,2025-10-14,1,CAIXA GERAL,,,2025-10-14,392.9,CO005038,2,3,0,130.97,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,4008.72,4,CUSTO FINANCEIRO,8611,,2025-12-09,2025-12-09,130.97,P,0.0,0.0,,BOLETO,28,2025-11-11,,,True,,0.0,0.0,0.0,0.0,,True,False,False
3030,2025-10-14,1,CAIXA GERAL,,,2025-10-14,392.9,CO005038,3,3,0,130.97,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,20035.28,4,CUSTO FINANCEIRO,8775,,2026-01-06,2026-01-05,130.97,P,0.0,0.0,,BOLETO,28,2025-11-11,,,True,,0.0,0.0,0.0,0.0,,True,False,False
3032,2025-10-15,1,CAIXA GERAL,,,2025-10-15,19340.96,ZEN09-25,1,4,0,3868.2,,65,PEÇAS,ZENO AUTO PEÇAS,1,6623.33,5,COMPRAS,8433,,2025-11-15,2025-11-18,3868.2,P,0.0,0.0,,CH SICOOB,15,2025-10-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
3033,2025-10-15,1,CAIXA GERAL,,,2025-10-15,19340.96,ZEN09-25,2,4,0,3868.2,,65,PEÇAS,ZENO AUTO PEÇAS,1,11625.59,5,COMPRAS,8685,,2025-12-15,2025-12-16,3868.2,P,0.0,0.0,,CH SICOOB,15,2025-10-15,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
3034,2025-10-15,1,CAIXA GERAL,,,2025-10-15,19340.96,ZEN09-25,3,4,0,3868.2,,65,PEÇAS,ZENO AUTO PEÇAS,1,18884.25,5,COMPRAS,8906,,2026-01-25,2026-01-27,3868.2,P,0.0,0.0,,CH SICOOB,15,2025-10-15,,,True,False,0.0,0.0,0.0,0.0,2,False,True,False
3035,2025-10-15,1,CAIXA GERAL,,,2025-10-15,19340.96,ZEN09-25,4,4,0,3868.2,,65,PEÇAS,ZENO AUTO PEÇAS,1,21558.62,5,COMPRAS,9111,,2026-02-25,2026-02-27,3868.2,P,0.0,0.0,,CH SICOOB,15,2025-10-15,,,True,False,0.0,0.0,0.0,0.0,2,False,True,False
3036,2025-10-15,1,CAIXA GERAL,,,,3868.2,ZEN09-25,1,,0,3868.2,,65,PEÇAS,ZENO AUTO PEÇAS,1,20374.52,5,COMPRAS,9268,,2026-03-25,2026-03-27,3868.2,P,0.0,0.0,,CH SICOOB,,,,,True,False,0.0,0.0,0.0,0.0,2,True,False,False
3042,2025-10-16,1,CAIXA GERAL,,,2025-10-16,3000.0,CO005039,1,2,0,1500.0,SO CAIXAS,2,MANUTENCAO FERRAMENTA,SO CAIXAS,78,6623.33,4,CUSTO FINANCEIRO,8434,,2025-11-15,2025-11-18,1500.0,P,0.0,0.0,,CH SICOOB,15,2025-10-15,,,True,,0.0,0.0,0.0,0.0,3,False,True,False
3043,2025-10-16,1,CAIXA GERAL,,,2025-10-16,3000.0,CO005039,2,2,0,1500.0,SO CAIXAS,2,MANUTENCAO FERRAMENTA,SO CAIXAS,78,13125.59,4,CUSTO FINANCEIRO,8686,,2025-12-15,2025-12-16,1500.0,P,0.0,0.0,,CH SICOOB,15,2025-10-15,,,True,,0.0,0.0,0.0,0.0,1,False,True,False
3045,2025-10-16,1,CAIXA GERAL,,,2025-10-16,1923.19,BEL09-25,1,2,0,961.59,,65,PEÇAS,BELLI & BELLI,5,6623.33,5,COMPRAS,8435,,2025-11-15,2025-11-18,961.59,P,0.0,0.0,,CH VC PF,25,2025-10-25,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
3046,2025-10-16,1,CAIXA GERAL,,,2025-10-16,1923.19,BEL09-25,2,2,0,961.6,,65,PEÇAS,BELLI & BELLI,5,5478.22,5,COMPRAS,8786,,2025-12-15,2026-01-07,961.6,P,0.0,0.0,,CH VC PF,25,2025-10-25,,,True,False,0.0,0.0,0.0,0.0,23,False,True,False
3048,2025-10-16,1,CAIXA GERAL,,,2025-10-16,1739.13,MAE09-25,1,2,0,869.56,,65,PEÇAS,MAESTRI AUTO PEÇAS,3,8180.78,5,COMPRAS,8517,,2025-11-25,2025-11-26,869.56,P,0.0,0.0,,CH VC PF,25,2025-10-25,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
3049,2025-10-16,1,CAIXA GERAL,,,2025-10-16,1739.13,MAE09-25,2,2,0,869.57,,65,PEÇAS,MAESTRI AUTO PEÇAS,3,21721.56,5,COMPRAS,8767,,2025-12-25,2026-01-05,869.57,P,0.0,0.0,,CH VC PF,25,2025-10-25,,,True,False,0.0,0.0,0.0,0.0,11,False,True,False
3050,2025-10-16,1,CAIXA GERAL,,,,660.0,bones,1,,0,660.0,,67,BRINDES,SUBLIME AROMATIZANTES,81,8180.78,2,CUSTO GERAL,8518,,2025-11-25,2025-11-26,660.0,P,0.0,0.0,,CH VC PF,,,,,True,False,0.0,0.0,0.0,0.0,1,True,False,False
3051,2025-10-16,1,CAIXA GERAL,,,,2000.0,CHMARIO,1,,0,2000.0,,65,PEÇAS,ZENO AUTO PEÇAS,1,6623.33,5,COMPRAS,8436,,2025-11-15,2025-11-18,2000.0,P,0.0,0.0,,CH VC PF,,,,,True,False,0.0,0.0,0.0,0.0,3,True,False,False
3052,2025-10-16,1,CAIXA GERAL,,,,490.0,CX FIESTA,1,,0,490.0,,65,PEÇAS,BBI,17,8180.78,5,COMPRAS,8542,,2025-11-25,2025-11-28,490.0,P,0.0,0.0,,CH VC PF,,,,,True,False,0.0,0.0,0.0,0.0,3,True,False,False
3053,2025-10-16,1,CAIXA GERAL,,,,621.0,DABE09-25,1,,0,621.0,,65,PEÇAS,DABESUL DISTRIBUIDOR DE PEÇAS,6,6623.33,5,COMPRAS,8437,,2025-11-15,2025-11-18,621.0,P,0.0,0.0,,CH VC PF,,,,,True,False,0.0,0.0,0.0,0.0,3,True,False,False
3055,2025-10-16,1,CAIXA GERAL,,,2025-10-16,69075.84,LIM CHESP,1,48,0,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,3719.86,4,CUSTO FINANCEIRO,8594,,2025-11-26,2025-12-05,1439.08,P,0.0,0.0,,CH VC PJ,26,2025-10-26,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
3056,2025-10-16,1,CAIXA GERAL,,,2025-10-16,69075.84,LIM CHESP,2,48,0,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,12003.77,4,CUSTO FINANCEIRO,8788,,2025-12-26,2026-01-07,1439.08,P,0.0,0.0,,CH VC PJ,26,2025-10-26,,,True,False,0.0,0.0,0.0,0.0,12,False,True,False
3057,2025-10-16,1,CAIXA GERAL,,,2025-10-16,69075.84,LIM CHESP,3,48,0,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,7053.43,4,CUSTO FINANCEIRO,8941,,2026-01-26,2026-02-03,1439.08,P,0.0,0.0,,CH VC PJ,26,2025-10-26,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
3058,2025-10-16,1,CAIXA GERAL,,,2025-10-16,69075.84,LIM CHESP,4,48,0,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,7137.7,4,CUSTO FINANCEIRO,9448,,2026-02-26,2026-04-22,1439.08,P,0.0,0.0,,CH VC PJ,26,2025-10-26,,,True,False,0.0,0.0,0.0,0.0,55,False,True,False
3059,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,5,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,9043.03,4,CUSTO FINANCEIRO,,,2026-03-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,27,False,True,
3060,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,6,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,44516.18,4,CUSTO FINANCEIRO,,,2026-04-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3061,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,7,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,159627.17,4,CUSTO FINANCEIRO,,,2026-05-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3062,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,8,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,193431.21,4,CUSTO FINANCEIRO,,,2026-06-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3063,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,9,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,296336.56,4,CUSTO FINANCEIRO,,,2026-07-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3064,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,10,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,313632.51,4,CUSTO FINANCEIRO,,,2026-08-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3065,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,11,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,329610.46,4,CUSTO FINANCEIRO,,,2026-09-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3066,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,12,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,345588.41,4,CUSTO FINANCEIRO,,,2026-10-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3067,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,13,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,361566.36,4,CUSTO FINANCEIRO,,,2026-11-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3068,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,14,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2026-12-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3069,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,15,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-01-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3070,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,16,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-02-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3071,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,17,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-03-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3072,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,18,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-04-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3073,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,19,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-05-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3074,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,20,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-06-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3075,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,21,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-07-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3076,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,22,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-08-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3077,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,23,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-09-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3078,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,24,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-10-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3079,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,25,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-11-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3080,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,26,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2027-12-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3081,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,27,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-01-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3082,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,28,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-02-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3083,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,29,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-03-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3084,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,30,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-04-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3085,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,31,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-05-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3086,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,32,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-06-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3087,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,33,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-07-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3088,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,34,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-08-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3089,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,35,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-09-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3090,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,36,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-10-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3091,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,37,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-11-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3092,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,38,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2028-12-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3093,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,39,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-01-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3094,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,40,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-02-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3095,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,41,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-03-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3096,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,42,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-04-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3097,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,43,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-05-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3098,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,44,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-06-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3099,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,45,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-07-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3100,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,46,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-08-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
3101,2025-10-16,0,,,,2025-10-16,69075.84,LIM CHESP,47,48,,1439.08,,38,EMPRÉSTIMOS / JUROS,VIA CREDI EMPRESARIAL,14,,4,CUSTO FINANCEIRO,,,2029-09-26,,,A,,,,CH VC PJ,26,2025-10-26,,,True,False,,,,,,False,True,
